prompt,highest_score_img_reward,lowest_score_img_reward,baseline_score_img_reward,highest_score_hpsv,lowest_score_hpsv,baseline_score_hpsv,highest_score_clip,lowest_score_clip,baseline_score_clip,highest_score_aesthetic,lowest_score_aesthetic,baseline_score_aesthetic,lowest_accuracy_to_prompt,lowest_creativity_and_originality,lowest_visual_quality_and_realism,lowest_consistency_and_cohesion,lowest_emotional_or_thematic_resonance,lowest_overall_score,baseline_accuracy_to_prompt,baseline_creativity_and_originality,baseline_visual_quality_and_realism,baseline_consistency_and_cohesion,baseline_emotional_or_thematic_resonance,baseline_overall_score,highest_accuracy_to_prompt,highest_creativity_and_originality,highest_visual_quality_and_realism,highest_consistency_and_cohesion,highest_emotional_or_thematic_resonance,highest_overall_score
Acersecomicke.,0.5162733793258667,-0.3327915668487549,-0.3327915668487549,0.2539956569671631,0.2524417638778686,0.2524417638778686,10.904842376708984,11.725669860839844,11.725669860839844,4.165587425231934,4.232185363769531,4.232185363769531,1.0,9.0,8.0,9.0,8.0,7.0,1.0,9.0,8.0,9.0,8.0,7.0,0.0,9.0,9.0,10.0,8.0,7.2
Jentacular.,0.4242337048053741,-0.5962820649147034,-0.469800591468811,0.2639950513839721,0.2584215700626373,0.2596503496170044,14.068161010742188,15.12480354309082,14.048589706420898,3.740532398223877,4.3520402908325195,4.274375915527344,5.0,9.0,9.0,9.0,9.0,8.2,6.0,9.0,8.0,7.0,8.0,7.6,0.0,9.0,9.0,8.0,8.0,8.0
Matutinal.,0.499173641204834,-0.4794396162033081,0.1221856847405433,0.2582970261573791,0.2493975311517715,0.2583694159984588,13.299257278442385,12.363043785095217,12.445765495300291,4.189847946166992,4.280022144317627,4.24944543838501,8.0,9.0,9.0,8.0,8.0,8.4,7.0,9.0,8.0,8.0,7.0,7.8,9.0,9.0,9.0,10.0,10.0,9.4
Peristeronic.,0.1437864899635315,-0.8593064546585083,-0.3741052448749542,0.2216636091470718,0.2320454120635986,0.2281401604413986,16.311594009399414,16.871883392333984,15.828970909118652,4.029416561126709,3.963672637939453,4.459252834320068,,,,,,,,,,,,,,,,,,
Artophagous.,1.242644190788269,-0.2079040706157684,1.0096646547317505,0.2700253129005432,0.2652860879898071,0.261710375547409,17.10106658935547,17.150203704833984,17.930156707763672,4.4715189933776855,4.517739772796631,4.303083896636963,9.0,9.0,9.0,10.0,10.0,9.4,7.0,9.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0
Backlotter.,0.3697275519371032,-0.619530439376831,0.1837894022464752,0.2564688920974731,0.2574029862880707,0.2573891580104828,15.243809700012209,14.76768398284912,15.453004837036133,3.898008346557617,3.518301010131836,3.490663528442383,5.0,9.0,9.0,9.0,9.0,8.2,5.0,8.0,9.0,9.0,7.0,7.6,9.0,7.0,10.0,10.0,8.0,8.8
Octothorpe.,0.8520136475563049,-1.2821308374404907,-1.2821308374404907,0.25816410779953,0.2569105625152588,0.2569105625152588,13.53685474395752,13.848748207092283,13.848748207092283,4.47982120513916,3.915320873260498,3.915320873260498,1.0,9.0,9.0,9.0,8.0,7.2,0.0,9.0,9.0,10.0,8.0,7.2,7.0,9.0,8.0,9.0,8.0,8.0
A church with stained glass windows depicting a hamburger and french fries.,1.8043328523635864,-0.1347868889570236,1.792038083076477,0.2990251183509826,0.2693208158016205,0.3144316673278808,35.55813980102539,34.621116638183594,32.3297233581543,3.4660143852233887,3.8371081352233887,3.475923538208008,9.0,8.0,8.0,9.0,7.0,8.2,9.0,10.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,9.0,7.0,8.2
"Painting of the orange cat Otto von Garfield, Count of Bismarck-Schönhausen, Duke of Lauenburg, Minister-President of Prussia. Depicted wearing a Prussian Pickelhaube and eating his favorite meal - lasagna.",1.5176434516906738,1.0752290487289429,1.2438946962356567,0.3075719177722931,0.3077172040939331,0.3022489249706268,35.33892822265625,35.49979782104492,35.10734939575195,3.6267919540405273,3.5811872482299805,3.589266777038574,8.0,9.0,8.0,9.0,8.0,8.4,8.0,9.0,8.0,9.0,8.0,8.4,8.0,9.0,8.0,9.0,8.0,8.4
"A baby fennec sneezing onto a strawberry, detailed, macro, studio light, droplets, backlit ears.",1.9852930307388303,0.9060381054878236,0.9060381054878236,0.301516056060791,0.2975419163703918,0.2975419163703918,31.661500930786133,31.45242500305176,31.45242500305176,3.6513285636901855,3.462862968444824,3.462862968444824,8.0,9.0,10.0,10.0,9.0,9.2,8.0,9.0,10.0,10.0,9.0,9.2,8.0,9.0,9.0,10.0,8.0,8.8
A photo of a confused grizzly bear in calculus class.,1.907097339630127,1.652126431465149,1.652126431465149,0.306207537651062,0.3039314448833465,0.3039314448833465,26.665380477905273,27.33155059814453,27.33155059814453,3.726040840148926,3.725464820861816,3.725464820861816,9.0,9.0,8.0,9.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,9.6,10.0,10.0,9.0,9.0,10.0,9.6
An ancient Egyptian painting depicting an argument over whose turn it is to take out the trash.,0.6369481682777405,-0.7852785587310791,-0.417435884475708,0.2713725864887237,0.2619922459125519,0.2698586285114288,29.96331024169922,30.234052658081055,30.27174186706543,3.9863691329956055,3.844936847686768,3.989314556121826,9.0,10.0,9.0,10.0,10.0,9.6,9.0,10.0,9.0,9.0,10.0,9.4,10.0,10.0,9.0,10.0,10.0,9.8
"A fluffy baby sloth with a knitted hat trying to figure out a laptop, close up, highly detailed, studio lighting, screen reflecting in its eyes.",1.9067342281341553,1.8039814233779907,1.8978240489959717,0.313898503780365,0.3068746328353882,0.2944978177547455,34.097232818603516,35.206787109375,34.16437530517578,3.64345121383667,3.858419895172119,3.6882448196411137,9.0,8.0,9.0,9.0,8.0,8.6,9.0,8.5,9.0,9.5,9.0,9.0,9.0,8.5,9.0,9.5,8.5,9.0
"A tiger in a lab coat with a 1980s Miami vibe, turning a well oiled science content machine, digital art.",1.9774855375289917,1.7798504829406738,1.8732216358184817,0.3117564618587494,0.3115118741989136,0.3112967908382416,38.35455322265625,35.68016052246094,34.93705368041992,3.941779613494873,4.109100341796875,3.76810884475708,10.0,9.0,9.0,10.0,9.0,9.4,8.0,9.0,8.0,9.0,8.0,8.4,8.0,9.0,8.0,9.0,7.0,8.0
A 1960s yearbook photo with animals dressed as humans.,1.2734824419021606,0.0639150589704513,0.6330330967903137,0.2792145907878876,0.2648101150989532,0.2657136619091034,26.444255828857425,23.326675415039062,23.258466720581055,3.4869275093078613,3.670597553253174,3.5781564712524414,7.0,8.0,6.0,6.0,7.0,6.8,9.0,8.0,8.0,9.0,8.0,8.4,9.0,8.0,8.0,9.0,8.0,8.4
Lego Arnold Schwarzenegger.,1.957675576210022,0.5771272778511047,1.7237615585327148,0.2785044312477112,0.2640135884284973,0.2736796438694,33.22610092163086,23.862367630004883,28.013654708862305,3.16824722290039,3.4204092025756836,3.3542604446411133,9.0,7.0,8.0,10.0,7.0,8.2,9.0,8.0,9.0,10.0,7.0,8.6,9.0,7.0,8.5,10.0,7.0,8.3
A yellow and black bus cruising through the rainforest.,1.8052195310592651,1.3686121702194214,1.6026228666305542,0.3147282004356384,0.3076330423355102,0.3068288564682007,33.00365447998047,30.057462692260746,33.491912841796875,3.65453577041626,4.160539150238037,3.375483512878418,8.0,7.0,9.0,10.0,8.0,8.4,8.0,8.0,9.0,9.0,8.0,8.4,8.0,9.0,9.0,9.0,8.0,8.6
A medieval painting of the wifi not working.,1.0775989294052124,-0.6658026576042175,-0.209201231598854,0.2772006392478943,0.2704074084758758,0.261111319065094,27.205162048339844,19.50971412658691,20.502269744873047,3.688986778259278,3.526666164398194,3.4384007453918457,9.0,9.0,9.0,9.0,8.0,8.8,6.0,7.0,9.0,10.0,5.0,7.4,5.0,7.0,8.0,9.0,7.0,7.2
"An IT-guy trying to fix hardware of a PC tower is being tangled by the PC cables like Laokoon. Marble, copy after Hellenistic original from ca. 200 BC. Found in the Baths of Trajan, 1506.",1.9036067724227903,1.427436113357544,1.8976324796676636,0.2854183912277221,0.2672234177589416,0.2762061655521393,30.235530853271484,34.832305908203125,24.598678588867188,4.025996208190918,4.152512073516846,3.777492046356201,9.0,8.0,9.0,9.0,8.0,8.6,9.0,10.0,8.0,9.0,8.0,8.8,9.0,10.0,8.0,9.0,8.0,8.8
"35mm macro shot a kitten licking a baby duck, studio lighting.",1.962694525718689,0.9518463611602784,1.4310035705566406,0.2961599230766296,0.2771239280700683,0.2720014452934265,28.718393325805664,28.301616668701172,29.734485626220703,3.390528678894043,3.845417499542236,3.77750015258789,9.0,6.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,7.0,7.0,9.0,9.0,8.0,8.0
McDonalds Church.,1.77401864528656,-0.2051807940006256,-0.2051807940006256,0.2843854427337646,0.2391617149114608,0.2391617149114608,25.349624633789062,17.043325424194336,17.043325424194336,4.077554702758789,3.795244693756103,3.795244693756103,9.0,8.0,9.0,10.0,8.0,8.8,7.0,9.0,8.0,7.0,8.0,7.8,7.0,8.0,7.0,8.0,7.0,7.4
Photo of an athlete cat explaining it's latest scandal at a press conference to journalists.,1.6786521673202517,0.7659204602241516,1.078242301940918,0.2888645529747009,0.2837746739387512,0.2786968648433685,30.781795501708984,31.5838623046875,30.410512924194336,3.2046608924865723,3.4730982780456543,3.457854747772217,9.0,8.0,9.0,10.0,8.0,8.8,9.0,8.0,8.0,9.0,8.0,8.4,9.0,8.0,8.0,9.0,8.0,8.4
Greek statue of a man tripping over a cat.,1.9694041013717651,1.6189366579055786,1.8348047733306885,0.3068533539772033,0.2863185405731201,0.2898546755313873,29.541160583496097,27.292539596557617,29.06284523010254,3.614580631256103,3.0267415046691895,3.654783248901367,10.0,9.0,9.0,10.0,9.0,9.4,7.0,9.0,8.0,9.0,8.0,8.2,8.0,7.0,9.0,9.0,7.0,8.0
"An old photograph of a 1920s airship shaped like a pig, floating over a wheat field.",1.8496530055999756,0.7879206538200378,0.7879206538200378,0.296850323677063,0.292538046836853,0.292538046836853,29.966392517089844,25.703691482543945,25.703691482543945,3.809175491333008,3.5419487953186035,3.5419487953186035,9.0,8.5,9.0,9.5,8.0,8.8,6.0,7.0,8.0,9.0,8.0,7.6,6.0,7.0,8.0,9.0,8.0,7.6
Photo of a cat singing in a barbershop quartet.,1.8991386890411377,1.0212055444717407,1.865003228187561,0.302682101726532,0.2926869988441467,0.3144854307174682,34.02705764770508,30.620464324951172,35.91910171508789,3.6658763885498047,3.555384635925293,3.6401753425598145,9.0,9.0,8.0,9.0,8.0,8.6,9.0,8.0,8.0,9.0,8.0,8.4,8.0,9.0,9.0,10.0,9.0,9.0
"A painting by Grant Wood of an astronaut couple, american gothic style.",1.386677622795105,0.7146034836769104,0.8652302622795105,0.2771204113960266,0.2616468966007232,0.2623103260993957,30.241920471191406,30.379858016967773,25.725494384765625,3.2602663040161133,3.374405860900879,3.1642441749572754,7.0,9.0,8.0,8.0,7.0,7.8,8.0,9.0,8.0,9.0,8.0,8.4,8.0,9.0,7.0,8.0,7.0,7.8
An oil painting portrait of the regal Burger King posing with a Whopper.,1.790944218635559,1.1517934799194336,1.6559250354766846,0.3091470897197723,0.2900010347366333,0.3022135198116302,33.270565032958984,33.1358642578125,36.59490203857422,3.777942180633545,3.5438671112060547,3.601175308227539,9.0,8.0,8.0,9.0,8.0,8.4,9.0,8.0,8.5,9.0,8.0,8.5,9.0,8.0,8.0,9.0,8.0,8.4
"A keyboard made of water, the water is made of light, the light is turned off.",1.9495385885238647,-0.0248270705342292,1.8589750528335571,0.2752649486064911,0.2510962188243866,0.2522098422050476,27.98651695251465,25.06264305114746,25.574241638183594,3.841306209564209,3.4183669090270996,3.372133731842041,8.0,9.0,9.0,9.0,7.0,8.4,9.0,9.0,9.0,10.0,9.0,9.2,8.0,9.0,9.0,9.0,8.0,8.6
Painting of Mona Lisa but the view is from behind of Mona Lisa.,1.7326374053955078,-1.1247754096984863,-0.4484586715698242,0.3045326471328735,0.2725453972816467,0.2711957395076751,24.79308700561523,25.53839874267578,23.896215438842773,4.042818546295166,3.998812675476074,3.3941078186035156,9.0,8.0,9.0,10.0,7.0,8.6,3.0,5.0,7.0,8.0,6.0,6.0,1.0,2.0,6.0,7.0,5.0,4.2
Hyper-realistic photo of an abandoned industrial site during a storm.,1.3064714670181274,0.8145263195037842,1.1228386163711548,0.286535233259201,0.2929212749004364,0.2917652130126953,29.96855354309082,26.371627807617188,29.71813583374023,3.796840190887451,3.971779823303222,4.175455570220947,9.0,8.0,9.0,10.0,9.0,9.0,9.0,7.0,9.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0
A screenshot of an iOS app for ordering different types of milk.,0.4159495234489441,-2.123311996459961,-1.6033189296722412,0.2633874416351318,0.2359424233436584,0.2457083314657211,27.988508224487305,22.49728012084961,23.16610336303711,3.7221803665161137,2.974989652633667,4.110382080078125,2.0,3.0,4.0,8.0,3.0,4.0,4.0,5.0,3.0,8.0,2.0,4.4,5.0,5.0,6.0,7.0,5.0,5.6
"A real life photography of super mario, 8k Ultra HD.",1.8088762760162351,1.3998621702194214,1.3998621702194214,0.2958664894104004,0.2895435094833374,0.2895435094833374,25.69961166381836,27.81511688232422,27.81511688232422,3.7377777099609375,3.7743616104125977,3.7743616104125977,9.0,8.0,9.0,9.0,8.0,8.6,9.0,6.0,9.0,10.0,8.0,8.4,9.0,7.0,9.0,10.0,8.0,8.6
Colouring page of large cats climbing the eifel tower in a cyberpunk future.,1.688637614250183,0.6016507148742676,1.2574273347854614,0.2930072546005249,0.2684828639030456,0.2772371470928192,31.69257354736328,28.23384666442871,25.84062385559082,3.571147918701172,3.687112331390381,3.307370662689209,9.0,8.5,8.0,9.0,7.5,8.4,6.0,9.0,9.0,10.0,7.0,8.0,8.0,9.0,8.0,10.0,8.0,8.6
Photo of a mega Lego space station inside a kid's bedroom.,0.4026966691017151,-1.055485725402832,-1.055485725402832,0.2988213896751404,0.2780661284923553,0.2780661284923553,34.67948532104492,31.558895111083984,31.558895111083984,3.817183494567871,3.5699172019958496,3.5699172019958496,8.0,9.0,9.0,9.0,8.0,8.6,8.0,9.0,9.0,9.0,8.0,8.6,9.0,8.0,8.0,9.0,8.0,8.4
A spider with a moustache bidding an equally gentlemanly grasshopper a good day during his walk to work.,1.033713459968567,0.0533592142164707,0.2288974225521087,0.2876762747764587,0.2892415523529053,0.2837672829627991,29.488914489746097,29.12293243408203,25.28142547607422,3.860015869140625,4.060270309448242,4.301131725311279,7.0,9.0,8.0,9.0,8.0,8.0,4.0,7.0,8.0,9.0,8.0,7.2,9.0,9.0,9.0,9.0,9.0,9.0
A photocopy of a photograph of a painting of a sculpture of a giraffe.,1.5836541652679443,-0.1854134052991867,-0.1232081651687622,0.2909898161888122,0.2888328433036804,0.2900916039943695,22.003070831298828,22.839412689208984,22.093812942504883,4.098557949066162,4.22581148147583,4.294042587280273,7.0,9.0,9.0,8.0,7.0,8.0,8.0,5.0,9.0,9.0,7.0,7.6,6.0,5.0,9.0,10.0,7.0,7.0
"A bridge connecting Europe and North America on the Atlantic Ocean, bird's eye view.",1.0820629596710205,-1.2023009061813354,0.8611283898353577,0.2909229397773742,0.2609691023826599,0.2851542532444,24.11715507507324,20.418560028076172,25.80326461791992,3.7123403549194336,3.774048328399658,3.973957061767578,5.0,3.0,8.0,9.0,3.0,6.0,7.0,6.0,8.0,7.0,7.0,7.0,5.0,6.0,8.0,9.0,6.0,6.8
"A maglev train going vertically downward in high speed, New York Times photojournalism.",1.5087227821350098,1.0439754724502563,1.506221055984497,0.2582961022853851,0.2584466636180877,0.2656770944595337,22.875394821166992,22.40782356262207,23.323711395263672,3.345111846923828,3.953872203826904,4.320708274841309,5.0,4.0,7.0,6.0,6.0,5.6,8.0,9.0,9.0,8.0,8.0,8.4,6.0,7.0,8.0,9.0,7.0,7.4
A magnifying glass over a page of a 1950s batman comic.,1.8786499500274656,-0.6557512879371643,-0.6557512879371643,0.2898223996162414,0.2579184472560882,0.2579184472560882,29.36345863342285,27.86037254333496,27.86037254333496,3.57564115524292,4.02715539932251,4.02715539932251,9.0,9.0,9.0,10.0,9.0,9.2,6.0,6.0,7.0,9.0,7.0,7.0,6.0,6.0,7.0,9.0,7.0,7.0
"A car playing soccer, digital art.",1.885601282119751,-1.385971188545227,1.8035285472869873,0.3205541372299194,0.2866845726966858,0.3034746050834656,30.345149993896484,31.354412078857425,30.43366241455078,3.9777541160583496,4.015468120574951,4.196422576904297,8.0,7.0,9.0,9.0,8.0,8.2,8.0,9.0,8.0,9.0,8.0,8.4,9.0,8.0,8.0,9.0,8.0,8.4
Darth Vader playing with raccoon in Mars during sunset.,1.8690049648284912,1.0081582069396973,1.0081582069396973,0.3159205317497253,0.3052050471305847,0.3052050471305847,34.93621826171875,32.21994400024414,32.21994400024414,3.3380513191223145,3.354691982269287,3.354691982269287,10.0,9.0,9.0,10.0,8.0,9.2,10.0,9.0,9.0,10.0,8.0,9.2,9.0,8.0,9.0,10.0,8.0,8.8
A 1960s poster warning against climate change.,1.167446851730347,-0.4989912509918213,-0.1014592349529266,0.2491885721683502,0.2392822951078415,0.2320937514305114,21.53039169311523,21.879716873168945,24.636568069458008,3.8174681663513184,3.770115375518799,3.7393174171447754,7.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,9.0,8.0,9.0,8.0,9.0,9.0,8.6
Illustration of a mouse using a mushroom as an umbrella.,1.994273781776428,1.8378058671951296,1.8378058671951296,0.3338493108749389,0.3213428258895874,0.3213428258895874,34.40861892700195,35.838619232177734,35.838619232177734,3.955679893493652,3.8090314865112305,3.8090314865112305,10.0,9.0,9.0,10.0,10.0,9.6,10.0,9.0,9.0,10.0,10.0,9.6,10.0,9.0,9.0,10.0,10.0,9.6
A realistic photo of a Pomeranian dressed up like a 1980s professional wrestler with neon green and neon orange face paint and bright green wrestling tights with bright orange boots.,1.6717623472213743,1.1065068244934082,1.6095623970031738,0.2982596457004547,0.2916916906833648,0.3015190660953522,37.18735885620117,38.88203811645508,37.64627456665039,3.984031200408935,3.411123275756836,4.120738506317139,8.0,9.0,9.0,10.0,8.0,8.8,8.0,9.0,9.0,9.0,8.0,8.6,9.0,8.0,9.0,10.0,8.0,8.8
A pyramid made of falafel with a partial solar eclipse in the background.,1.9743176698684692,1.6835700273513794,1.8571460247039795,0.3056448101997375,0.293647438287735,0.287835955619812,34.63561248779297,26.591463088989254,33.388633728027344,4.459550380706787,4.307796955108643,4.682331562042236,6.0,7.0,8.0,8.0,6.0,7.0,10.0,10.0,9.0,10.0,9.0,9.6,9.0,8.0,8.0,9.0,7.0,8.2
A storefront with 'Hello World' written on it.,0.7978242635726929,-0.5721226930618286,0.0626783519983291,0.2791710197925567,0.2774401903152466,0.2778443098068237,23.84795188903809,17.445371627807617,18.84425926208496,3.641352653503418,3.66629409790039,4.143815517425537,2.0,3.0,8.0,9.0,5.0,5.4,6.0,4.0,8.0,9.0,5.0,6.4,3.0,4.0,7.0,8.0,5.0,5.0
A storefront with 'Diffusion' written on it.,1.42373526096344,0.2769485712051391,0.5939406752586365,0.2837511003017425,0.2810531854629516,0.2773340344429016,20.0722599029541,22.569366455078125,23.239030838012695,4.094173908233643,3.904117584228515,3.261612892150879,5.0,4.0,8.0,9.0,3.0,6.0,6.0,5.0,7.0,8.0,5.0,6.0,3.0,4.0,6.0,7.0,3.0,5.0
A storefront with 'Text to Image' written on it.,1.1895473003387451,-0.2287815809249878,0.9815695881843568,0.2780291438102722,0.2682105004787445,0.2661588788032532,23.89960479736328,22.30561256408691,22.78763198852539,3.731024742126465,3.7713160514831543,3.897246837615967,7.0,5.0,8.0,9.0,5.0,7.0,7.0,8.0,9.0,9.0,7.0,8.0,6.0,4.0,7.0,9.0,3.0,6.0
A storefront with 'NeurIPS' written on it.,1.1334295272827148,-0.0709355771541595,0.364510715007782,0.3007413744926452,0.2768789529800415,0.2777602076530456,30.129541397094727,22.980873107910156,21.136404037475582,3.437316417694092,3.637957572937012,3.162708282470703,2.0,4.0,8.0,9.0,3.0,5.0,3.0,4.0,6.0,8.0,3.0,4.8,4.0,3.0,6.0,8.0,5.0,5.2
A storefront with 'Deep Learning' written on it.,1.1637585163116455,0.087715096771717,0.087715096771717,0.2866016626358032,0.280437707901001,0.280437707901001,22.153554916381836,20.055707931518555,20.055707931518555,3.58975601196289,4.507395267486572,4.507395267486572,3.0,5.0,8.0,9.0,4.0,6.0,3.0,5.0,8.0,9.0,4.0,6.0,2.0,3.0,7.0,8.0,4.0,4.8
A storefront with 'Google Brain Toronto' written on it.,0.6199931502342224,-2.0374186038970947,-0.2209064066410064,0.2796306312084198,0.2462270110845565,0.2520813345909118,27.357393264770508,21.24796485900879,26.55432510375977,3.5375943183898926,4.0483174324035645,3.5620360374450684,2.0,5.0,7.0,8.0,4.0,5.0,6.0,7.0,8.0,9.0,4.0,6.8,2.0,6.0,7.0,7.0,5.0,5.4
A storefront with 'Google Research Pizza Cafe' written on it.,-0.3180644512176513,-1.1391292810440063,-0.8972427248954773,0.2727356553077698,0.27350914478302,0.2705573439598083,20.69095993041992,20.100858688354492,23.896099090576172,4.124408721923828,3.66650390625,3.6145267486572266,3.0,5.0,9.0,10.0,5.0,6.4,6.0,5.0,8.0,9.0,5.0,6.6,3.0,4.0,8.0,9.0,6.0,6.0
A sign that says 'Hello World'.,0.3712103068828583,-1.147207498550415,-1.003410816192627,0.2583528161048889,0.2483918070793151,0.2467406690120697,22.563325881958008,19.921627044677734,21.10847282409668,3.091935634613037,3.5792078971862793,4.177058219909668,2.0,3.0,6.0,8.0,3.0,4.4,2.0,6.0,8.0,7.0,2.0,5.0,3.0,5.0,8.0,9.0,4.0,5.8
A sign that says 'Diffusion'.,0.4613224267959595,-0.5423684120178223,-0.3812012374401092,0.2577171921730041,0.2482883036136627,0.2556646764278412,14.261550903320312,18.623743057250977,21.3208065032959,4.2815093994140625,3.1321635246276855,4.024730682373047,6.0,7.0,8.0,9.0,6.0,7.2,3.0,8.0,7.0,9.0,5.0,6.4,2.0,5.0,8.0,9.0,4.0,5.6
A sign that says 'Text to Image'.,0.2118584066629409,-0.805534839630127,-0.805534839630127,0.2540247440338135,0.2537739276885986,0.2537739276885986,16.137144088745117,22.690759658813477,22.690759658813477,3.5806031227111816,4.1456170082092285,4.1456170082092285,2.0,3.0,7.0,9.0,1.0,4.0,5.0,4.0,7.0,8.0,3.0,5.4,5.0,4.0,7.0,8.0,3.0,5.4
A sign that says 'NeurIPS'.,0.393375039100647,-1.292109727859497,-0.0207562800496816,0.2632239460945129,0.2559568285942077,0.2588088512420654,15.185348510742188,16.8164005279541,16.29230308532715,3.126040458679199,4.1976494789123535,3.896926879882813,2.0,5.0,6.0,6.0,4.0,4.6,2.0,3.0,7.0,8.0,3.0,4.6,4.0,7.0,8.0,8.0,7.0,7.0
A sign that says 'Deep Learning'.,0.5585818290710449,-0.9221858382225036,0.2279126346111297,0.2482804059982299,0.2591035068035126,0.2494608163833618,17.799072265625,20.901779174804688,12.933234214782717,3.904255390167236,3.6257920265197754,3.820033073425293,3.0,6.0,7.0,8.0,4.0,5.6,2.0,3.0,5.0,6.0,4.0,4.0,5.0,7.0,8.0,6.0,6.0,6.4
A sign that says 'Google Brain Toronto'.,0.4490483701229095,-1.0051060914993286,-0.6195762753486633,0.2529534995555877,0.2586479783058166,0.2553887963294983,19.090478897094727,20.194063186645508,19.39777946472168,3.927924156188965,3.414116382598877,3.5459208488464355,1.0,7.0,9.0,7.0,5.0,5.0,2.0,9.0,9.0,9.0,5.0,6.0,3.0,6.0,7.0,8.0,5.0,6.0
A sign that says 'Google Research Pizza Cafe'.,-1.254962921142578,-2.010725498199463,-1.8170174360275269,0.2556198835372925,0.2502036094665527,0.2593226134777069,16.003610610961914,16.612581253051758,18.76439666748047,4.538403034210205,4.17512845993042,4.284765720367432,3.0,7.0,9.0,9.0,6.0,6.8,3.0,6.0,8.0,9.0,5.0,6.2,10.0,7.0,9.0,10.0,8.0,9.0
New York Skyline with 'Hello World' written with fireworks on the sky.,1.2668026685714722,-0.8039843440055847,0.9880974292755128,0.3013004660606384,0.2644311785697937,0.3033130764961242,25.572105407714844,18.845462799072266,24.696542739868164,4.381765365600586,4.271470546722412,4.2160820960998535,6.0,8.0,9.0,10.0,8.0,8.0,6.0,5.0,9.0,10.0,8.0,7.66,6.0,6.0,9.0,8.0,7.0,7.0
New York Skyline with 'Diffusion' written with fireworks on the sky.,1.5360926389694214,1.220790982246399,1.3599909543991089,0.2932043075561523,0.2880085706710815,0.3043085634708404,27.6496639251709,29.30292701721191,27.40169906616211,3.799572467803955,4.097431182861328,4.315333843231201,6.0,7.0,8.0,9.0,8.0,7.6,6.0,5.0,9.0,9.0,8.0,7.4,6.0,6.0,9.0,9.0,8.0,7.6
New York Skyline with 'Text to Image' written with fireworks on the sky.,1.0654500722885132,0.7219269275665283,0.7348508834838867,0.2938346266746521,0.2901942133903503,0.2939563393592834,26.501243591308594,26.850589752197266,26.161529541015625,4.274664402008057,4.205383777618408,3.9873580932617183,7.0,6.0,9.0,8.0,8.0,7.6,7.0,5.0,9.0,9.0,8.0,7.6,7.0,4.0,9.0,10.0,8.0,7.6
New York Skyline with 'NeurIPS' written with fireworks on the sky.,1.2753466367721558,0.95320326089859,1.2319425344467163,0.303670197725296,0.2995096445083618,0.3057306408882141,25.292434692382812,25.326847076416016,25.40809631347656,3.819657325744629,3.83134126663208,4.283854007720947,7.0,6.0,9.0,10.0,8.0,8.0,6.0,6.0,9.0,9.0,8.0,7.6,7.0,6.0,9.0,9.0,7.0,7.6
New York Skyline with 'Deep Learning' written with fireworks on the sky.,1.5072559118270874,1.1645451784133911,1.1971759796142578,0.286291241645813,0.2955158948898315,0.3050862550735473,25.11748313903809,25.074609756469727,25.399036407470703,4.074014663696289,4.1238837242126465,4.080873012542725,7.0,5.0,8.0,9.0,7.0,7.2,6.0,5.0,8.0,9.0,7.0,6.5,7.0,6.0,9.0,9.0,8.0,8.0
New York Skyline with 'Google Brain Toronto' written with fireworks on the sky.,0.7202520966529846,0.0829863026738166,0.5573699474334717,0.281781792640686,0.2548796236515045,0.2957620322704315,26.397790908813477,25.454246520996097,27.83328437805176,4.26605749130249,4.168295383453369,4.513795375823975,2.0,3.0,6.0,7.0,5.0,4.0,7.0,7.0,8.0,8.0,7.0,7.4,3.0,6.0,8.0,6.0,7.0,6.0
New York Skyline with 'Google Research Pizza Cafe' written with fireworks on the sky.,1.875472903251648,0.2614178657531738,0.2614178657531738,0.3148767650127411,0.2819254398345947,0.2819254398345947,33.35365295410156,27.898387908935547,27.898387908935547,4.226510524749756,4.533131122589111,4.533131122589111,6.0,7.0,8.0,7.0,7.0,7.0,7.0,6.0,9.0,8.0,8.0,7.6,6.0,7.0,8.0,9.0,8.0,7.6
